CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Tokenization;Verb_count;Propn_count;Noun_count;Num_count;Pourcentage_verb_sentence;Pourcentage_propn_sentence;Pourcentage_noun_sentence;Pourcentage_num_sentence;Label
ESTELLE MARNIER           12 rue de la Paix,  750000 Paris;ESTELLE MARNIER           12 rue de la Paix,  750000 Paris;CV_48;0;12;4.33;95.67;[True, True, False, False, True, True, True, True, False, False, False, True];['PROPN', 'PROPN', 'SPACE', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SPACE', 'NUM', 'PROPN'];ESTELLE MARNIER           12 rue de la Paix,  750000 Paris;0;3;2;2;0.0;0.25;0.16666666666666666;0.16666666666666666;1
1;1;CV_48;1;1;4.69;95.31;[False];['NOUN'];1;0;0;0;1;0.0;0.0;0.0;1.0;0
-23;-23;CV_48;2;2;5.42;94.58;[False];['SPACE'];-23;0;0;0;0;0.0;0.0;0.0;0.0;0
-;-;CV_48;3;1;5.78;94.22;[False];['PUNCT'];-;0;0;0;0;0.0;0.0;0.0;0.0;0
45;45;CV_48;4;1;6.14;93.86;[False];['NUM'];45;0;0;0;1;0.0;0.0;0.0;1.0;0
-78;-78;CV_48;5;2;6.86;93.14;[False];['SPACE'];-78;0;0;0;0;0.0;0.0;0.0;0.0;0
-90 bonjour@sitevraimentsuper.fr www.sitevraimentsuper.fr @sitevraimentsuper.fr  Diplômé potentiel d'un diplôme en arts multimédia à la recherche d'un poste de stage dans des studios de design locaux et des entreprises de marketing  numérique.;-90 bonjour@sitevraimentsuper.fr www.sitevraimentsuper.fr @sitevraimentsuper.fr  Diplômé potentiel d'un diplôme en arts multimédia à la recherche d'un poste de stage dans des studios de design locaux et des entreprises de marketing  numérique.;CV_48;6;36;19.86;80.14;[False, False, False, False, False, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False];['SPACE', 'NOUN', 'ADJ', 'ADJ', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'ADJ', 'PUNCT'];-90 bonjour@sitevraimentsuper.fr www.sitevraimentsuper.fr @sitevraimentsuper.fr  Diplômé potentiel d'un diplôme en arts multimédia à la recherche d'un poste de stage dans des studios de design locaux et des entreprises de marketing  numérique.;0;1;10;0;0.0;0.027777777777777776;0.2777777777777778;0.0;0
Personne très motivée et créative spécialisée dans la conception de la mise en page, la modélisation 3D et l'art de la typographie.;Personne très motivée et créative spécialisée dans la conception de la mise en page, la modélisation 3D et l'art de la typographie.;CV_48;7;25;28.88;71.12;[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, False, True, True, True, True, False];['NOUN', 'ADV', 'VERB', 'CCONJ', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];Personne très motivée et créative spécialisée dans la conception de la mise en page, la modélisation 3D et l'art de la typographie.;2;0;7;0;0.08;0.0;0.28;0.0;0
    ;    ;CV_48;8;1;29.24;70.76;[False];['SPACE'];    ;0;0;0;0;0.0;0.0;0.0;0.0;0
FORMATION SCOLAIRE  ;FORMATION SCOLAIRE  ;CV_48;9;3;30.32;69.68;[True, True, False];['NOUN', 'ADJ', 'SPACE'];FORMATION SCOLAIRE  ;0;0;1;0;0.0;0.0;0.3333333333333333;0.0;0
Licence en arts multimédia;Licence en arts multimédia;CV_48;10;4;31.77;68.23;[True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADJ'];Licence en arts multimédia;0;0;2;0;0.0;0.0;0.5;0.0;0
- Université de Condorcet : Diplôme de 2016;- Université de Condorcet : Diplôme de 2016;CV_48;11;8;34.66;65.34;[False, True, True, True, False, True, True, False];['PUNCT', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NUM'];- Université de Condorcet : Diplôme de 2016;0;1;2;1;0.0;0.125;0.25;0.125;0
- 2022 (ler décembre 2025)  Diplôme du lycée Condorcet Quillet 2025)  COMPÉTENCES  ;- 2022 ler décembre 2025  Diplôme du lycée Condorcet Quillet 2025  COMPÉTENCES  ;CV_48;12;18;41.16;58.84;[False, False, True, True, False, False, True, True, True, True, True, False, False, True, False];['PUNCT', 'NUM', 'ADJ', 'NOUN', 'NUM', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'NUM', 'SPACE', 'NOUN', 'SPACE'];- 2022 ler décembre 2025  Diplôme du lycée Condorcet Quillet 2025  COMPÉTENCES  ;0;2;4;3;0.0;0.1111111111111111;0.2222222222222222;0.16666666666666666;0
* Suite créative d'Arivaci, y compris l'éditeur de photos d'Arivaci,  <_ Illustrateur d'Arivaci et Designer d'Arivaci  .;* Suite créative d'Arivaci, y compris l'éditeur de photos d'Arivaci,  <_ Illustrateur d'Arivaci et Designer d'Arivaci  .;CV_48;13;27;50.9;49.1;[False, True, True, False, True, False, True, True, False, True, True, True, False, True, False, False, False, False, True, False, True, True, True, False, True, False, False];['ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'ADJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'SPACE', 'ADP', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'PROPN', 'SPACE', 'PUNCT'];* Suite créative d'Arivaci, y compris l'éditeur de photos d'Arivaci,  <_ Illustrateur d'Arivaci et Designer d'Arivaci  .;0;5;4;0;0.0;0.18518518518518517;0.14814814814814814;0.0;0
Aptitudes à la résolution de problèmes et volonté d'acquérir des compétences en communication interpersonnelle     ;Aptitudes à la résolution de problèmes et volonté d'acquérir des compétences en communication interpersonnelle     ;CV_48;14;16;56.68;43.32;[True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE'];Aptitudes à la résolution de problèmes et volonté d'acquérir des compétences en communication interpersonnelle     ;1;0;6;0;0.0625;0.0;0.375;0.0;0
EXPÉRIENCE ET FORMATION PERTINENTES  ;EXPÉRIENCE ET FORMATION PERTINENTES  ;CV_48;15;5;58.48;41.52;[True, True, True, True, False];['NOUN', 'CCONJ', 'NOUN', 'PROPN', 'SPACE'];EXPÉRIENCE ET FORMATION PERTINENTES  ;0;1;2;0;0.0;0.2;0.4;0.0;0
Chef d'équipe de conception du comité de l'annuaire —;Chef d'équipe de conception du comité de l'annuaire —;CV_48;16;11;62.45;37.55;[True, False, True, True, True, True, True, True, False, True, False];['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE'];Chef d'équipe de conception du comité de l'annuaire —;0;0;5;0;0.0;0.0;0.45454545454545453;0.0;0
Université de Condorcet Août 2024 à aujourd'hui Prépare la conception et la mise en page des pages de  l'annuaire.;Université de Condorcet Août 2024 à aujourd'hui Prépare la conception et la mise en page des pages de  l'annuaire.;CV_48;17;22;70.4;29.6;[True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, False, False, True, False];['NOUN', 'ADP', 'PROPN', 'PROPN', 'NUM', 'ADP', 'ADV', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'SPACE', 'DET', 'NOUN', 'PUNCT'];Université de Condorcet Août 2024 à aujourd'hui Prépare la conception et la mise en page des pages de  l'annuaire.;1;2;6;1;0.045454545454545456;0.09090909090909091;0.2727272727272727;0.045454545454545456;0
Compile et édite les photos au besoin.;Compile et édite les photos au besoin.;CV_48;18;8;73.29;26.71;[True, True, True, True, True, True, True, False];['PROPN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];Compile et édite les photos au besoin.;1;1;2;0;0.125;0.125;0.25;0.0;0
 ; ;CV_48;19;1;73.65;26.35;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
Tuteur académique à temps partiel;Tuteur académique à temps partiel;CV_48;20;5;75.45;24.55;[True, True, True, True, True];['NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ'];Tuteur académique à temps partiel;0;0;2;0;0.0;0.0;0.4;0.0;0
- Université de Condorcet  mars 2022 à aujourd'hui  Aide les autres étudiants à réviser les cours et à faire leurs  devoirs.;- Université de Condorcet  mars 2022 à aujourd'hui  Aide les autres étudiants à réviser les cours et à faire leurs  devoirs.;CV_48;21;25;84.48;15.52;[False, True, True, True, False, True, False, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False];['PUNCT', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'NUM', 'ADP', 'ADV', 'SPACE', 'NOUN', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADP', 'VERB', 'DET', 'SPACE', 'NOUN', 'PUNCT'];- Université de Condorcet  mars 2022 à aujourd'hui  Aide les autres étudiants à réviser les cours et à faire leurs  devoirs.;2;1;6;1;0.08;0.04;0.24;0.04;0
 ; ;CV_48;22;1;84.84;15.16;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
Stagiaire en graphisme — Musée d'art de Condorcet  septembre 2024 à janvier 2025  ;Stagiaire en graphisme — Musée d'art de Condorcet  septembre 2024 à janvier 2025  ;CV_48;23;16;90.61;9.39;[True, True, True, False, True, False, True, True, True, False, True, False, True, True, False, False];['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM', 'SPACE'];Stagiaire en graphisme — Musée d'art de Condorcet  septembre 2024 à janvier 2025  ;0;1;6;2;0.0;0.0625;0.375;0.125;0
Soutient le studio de conception graphique du musée en créant des collatéraux marketing, en concevant des expositions 3D et  en préparant des présentations.;Soutient le studio de conception graphique du musée en créant des collatéraux marketing, en concevant des expositions 3D et  en préparant des présentations.;CV_48;24;26;100.0;0.0;[True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, False];['VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'SPACE', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT'];Soutient le studio de conception graphique du musée en créant des collatéraux marketing, en concevant des expositions 3D et  en préparant des présentations.;4;1;6;0;0.15384615384615385;0.038461538461538464;0.23076923076923078;0.0;0
CAMILLE ANDRÉ  Candidate au doctorat en physique théorique  COORDONNÉES  12, rue des peupliers,  75000 Paris  01 23 56 89 65 bonjour@sitevraimentsuper.fr  ÉDUCATION  Licence en Sciences Physiques, Université Paris;CAMILLE ANDRÉ  Candidate au doctorat en physique théorique  COORDONNÉES  12, rue des peupliers,  75000 Paris  01 23 56 89 65 bonjour@sitevraimentsuper.fr  ÉDUCATION  Licence en Sciences Physiques, Université Paris;CV_49;0;38;12.67;87.33;[True, True, False, True, True, True, True, True, True, False, True, False, False, False, True, True, True, False, False, False, True, False, False, False, False, False, False, False, False, True, False, True, True, True, True, False, True, True];['PROPN', 'PROPN', 'SPACE', 'VERB', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'SPACE', 'NOUN', 'SPACE', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'SPACE', 'NUM', 'PROPN', 'SPACE', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'VERB', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'PROPN'];CAMILLE ANDRÉ  Candidate au doctorat en physique théorique  COORDONNÉES  12, rue des peupliers,  75000 Paris  01 23 56 89 65 bonjour@sitevraimentsuper.fr  ÉDUCATION  Licence en Sciences Physiques, Université Paris;2;4;9;3;0.05263157894736842;0.10526315789473684;0.23684210526315788;0.07894736842105263;1
-;-;CV_49;1;1;13.0;87.0;[False];['PUNCT'];-;0;0;0;0;0.0;0.0;0.0;0.0;0
Dauphine 2013;Dauphine 2013;CV_49;2;2;13.67;86.33;[True, False];['NOUN', 'NUM'];Dauphine 2013;0;0;1;1;0.0;0.0;0.5;0.5;0
Mention Très bien, Major de promotion  EXPÉRIENCE DANS LA RECHERCHE  Université Paris;Mention Très bien, Major de promotion  EXPÉRIENCE DANS LA RECHERCHE  Université Paris;CV_49;3;15;18.67;81.33;[True, True, True, False, True, True, True, False, True, True, True, True, False, True, True];['NOUN', 'ADV', 'ADV', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN', 'PROPN'];Mention Très bien, Major de promotion  EXPÉRIENCE DANS LA RECHERCHE  Université Paris;0;1;6;0;0.0;0.06666666666666667;0.4;0.0;0
-;-;CV_49;4;1;19.0;81.0;[False];['PUNCT'];-;0;0;0;0;0.0;0.0;0.0;0.0;0
Dauphine Centre de recherche pour la physique Assistant du Dr. Léa André, 2015;Dauphine Centre de recherche pour la physique Assistant du Dr. Léa André, 2015;CV_49;5;14;23.67;76.33;[True, True, True, True, True, True, True, True, True, False, True, True, False, False];['NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NUM'];Dauphine Centre de recherche pour la physique Assistant du Dr. Léa André, 2015;0;2;4;1;0.0;0.14285714285714285;0.2857142857142857;0.07142857142857142;0
- présent  + Planifie des expériences pour comprendre les lois appliquées à la matière condensée Recueille des articles de revues pour garder une trace des recherches effectuées dans le domaine de la physique théorique Fournit un soutien aux nouveaux assistants de recherche  DESCRIPTION  Je suis une candidate au doctorat à l'Université Paris;- présent  + Planifie des expériences pour comprendre les lois appliquées à la matière condensée Recueille des articles de revues pour garder une trace des recherches effectuées dans le domaine de la physique théorique Fournit un soutien aux nouveaux assistants de recherche  DESCRIPTION  Je suis une candidate au doctorat à l'Université Paris;CV_49;6;56;42.33;57.67;[False, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, False, True, True];['PUNCT', 'ADJ', 'SPACE', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN'];- présent  + Planifie des expériences pour comprendre les lois appliquées à la matière condensée Recueille des articles de revues pour garder une trace des recherches effectuées dans le domaine de la physique théorique Fournit un soutien aux nouveaux assistants de recherche  DESCRIPTION  Je suis une candidate au doctorat à l'Université Paris;7;1;16;0;0.125;0.017857142857142856;0.2857142857142857;0.0;0
-;-;CV_49;7;1;42.67;57.33;[False];['PUNCT'];-;0;0;0;0;0.0;0.0;0.0;0.0;0
Dauphine;Dauphine;CV_49;8;1;43.0;57.0;[True];['PROPN'];Dauphine;0;1;0;0;0.0;1.0;0.0;0.0;0
avec plusieurs expériences dans la recherche et en stage;avec plusieurs expériences dans la recherche et en stage;CV_49;9;9;46.0;54.0;[True, True, True, True, True, True, True, True, True];['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'NOUN'];avec plusieurs expériences dans la recherche et en stage;0;0;3;0;0.0;0.0;0.3333333333333333;0.0;0
.;.;CV_49;10;1;46.33;53.67;[False];['PUNCT'];.;0;0;0;0;0.0;0.0;0.0;0.0;0
J'ai coécrit un certain nombre d'articles de recherche qui ont été publiés dans diverses revues.;J'ai coécrit un certain nombre d'articles de recherche qui ont été publiés dans diverses revues.;CV_49;11;18;52.33;47.67;[False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False];['PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT'];J'ai coécrit un certain nombre d'articles de recherche qui ont été publiés dans diverses revues.;2;0;4;0;0.1111111111111111;0.0;0.2222222222222222;0.0;0
Je souhaite inciter les jeunes étudiants à poursuivre plus souvent une carrière dans les mathématiques, la technologie, la science et l'ingénierie.;Je souhaite inciter les jeunes étudiants à poursuivre plus souvent une carrière dans les mathématiques, la technologie, la science et l'ingénierie.;CV_49;12;25;60.67;39.33;[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, False, True, False];['PRON', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'ADV', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT'];Je souhaite inciter les jeunes étudiants à poursuivre plus souvent une carrière dans les mathématiques, la technologie, la science et l'ingénierie.;3;0;6;0;0.12;0.0;0.24;0.0;0
 ; ;CV_49;13;1;61.0;39.0;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
EXPÉRIENCE EN ENSEIGNEMENT  Université Paris;EXPÉRIENCE EN ENSEIGNEMENT  Université Paris;CV_49;14;6;63.0;37.0;[True, True, True, False, True, True];['NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'PROPN'];EXPÉRIENCE EN ENSEIGNEMENT  Université Paris;0;1;3;0;0.0;0.16666666666666666;0.5;0.0;0
#NOM?;#NOM?;CV_49;15;2;63.67;36.33;[False];['SPACE'];#NOM?;0;0;1;0;0.0;0.0;0.5;0.0;0
Bases de la physique;Bases de la physique;CV_49;16;4;65.0;35.0;[True, True, True, True];['NOUN', 'ADP', 'DET', 'ADJ'];Bases de la physique;0;0;1;0;0.0;0.0;0.25;0.0;0
Assistant d'enseignement, 2015;Assistant d'enseignement, 2015;CV_49;17;5;66.67;33.33;[True, False, True, False, False];['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NUM'];Assistant d'enseignement, 2015;0;0;2;1;0.0;0.0;0.4;0.2;0
- présent  - Enseigne à une classe de 15 à 20 étudiants les bases de la physique pour les préparer aux cours de niveau supérieur.;- présent  - Enseigne à une classe de 15 à 20 étudiants les bases de la physique pour les préparer aux cours de niveau supérieur.;CV_49;18;27;75.67;24.33;[False, True, False, False, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['PUNCT', 'ADJ', 'SPACE', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'ADP', 'NUM', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT'];- présent  - Enseigne à une classe de 15 à 20 étudiants les bases de la physique pour les préparer aux cours de niveau supérieur.;1;0;7;2;0.037037037037037035;0.0;0.25925925925925924;0.07407407407407407;0
Classe d'introduction la mieux notée dans le département durant trois années consécutives.;Classe d'introduction la mieux notée dans le département durant trois années consécutives.;CV_49;19;14;80.33;19.67;[True, False, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'DET', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADJ', 'PUNCT'];Classe d'introduction la mieux notée dans le département durant trois années consécutives.;1;0;4;1;0.07142857142857142;0.0;0.2857142857142857;0.07142857142857142;0
Supervise de nombreuses expériences hebdomadaires utilisant l'équipement de l'Université.;Supervise de nombreuses expériences hebdomadaires utilisant l'équipement de l'Université.;CV_49;20;12;84.33;15.67;[True, True, True, True, True, True, False, True, True, False, True, False];['VERB', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];Supervise de nombreuses expériences hebdomadaires utilisant l'équipement de l'Université.;2;0;3;0;0.16666666666666666;0.0;0.25;0.0;0
 ; ;CV_49;21;1;84.67;15.33;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
Département scientifique du Lycée Condorcet, Assistant d'enseignement;Département scientifique du Lycée Condorcet, Assistant d'enseignement;CV_49;22;9;87.67;12.33;[True, True, True, True, True, False, True, False, True];['NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NOUN'];Département scientifique du Lycée Condorcet, Assistant d'enseignement;0;2;3;0;0.0;0.2222222222222222;0.3333333333333333;0.0;0
